recency_weight,interest_sightseeing,interest_culture,interest_history,interest_nature,interest_beach,interest_adventure,interest_relaxation,interest_strength,booking_rate,save_rate,exploration_rate,conversion_rate,travel_pace_preference,category_loyalty_score,user_unique_dests,user_active_days,feedback_positivity_rate,fb_rate_sightseeing,fb_rate_culture,fb_rate_history,fb_rate_nature,fb_rate_beach,fb_rate_adventure,dest_feedback_rate,dest_pos_feedback_count,dest_total_feedback,cat_usage_share_sightseeing,cat_usage_share_culture,cat_usage_share_history,cat_usage_share_nature,cat_usage_share_beach,cat_usage_share_adventure,cat_recency_sightseeing,cat_recency_culture,cat_recency_history,cat_recency_nature,cat_recency_beach,cat_recency_adventure,aggregate_feedback_rating,booked_users_norm,weighted_engagement_norm,Sightseeing_dest_score,Culture_dest_score,History_dest_score,Nature_dest_score,Beach_dest_score,Adventure_dest_score,Relaxation_dest_score,click_frequency,user_item_affinity,category_diversity,trust_score,user_total_feedback_count,label
0.245480852,0.6898,0.4669,0.2008,0.4884,0.463,0.4395,0.7051,0.479,0.125,0.375,0.4375,0.25,1,0.1757,0.6573,1,0.6875,0.5,0.75,1,0.75,0.5,0.5,0.479690866,0.774520347,0.593869977,0.125,0.25,0.125,0.25,0.125,0.125,0.4171,0.2306,0.0365,0.1912,0.0057,0.4604,0.519557186,0.310936529,0.559492676,0.810314248,0.080930314,0.05686995,0.651565025,0,0.40078562,0,0,0.546343746,0.547,0.626,0.711,0
0.254807618,0.8384,0.8327,0.5339,0.4103,0.0692,0.1664,0.4675,0.7148,0.0714,0.3571,0.5,0.2857,1,1,0.3993,0.7921,0,0,0,0.4157,0,0,0.4157,0.348691033,0.589925044,0.546210591,0.0714,0.5714,0,0.2857,0.0714,0,0.9191,0.1733,1,0.0731,0.7037,1,0.641510246,0.238408344,0.60611738,0.769204172,0.78484412,0.54200657,0.261176741,0,0,0.534429205,0,0.828022106,0.836,0.681,0.8257,0
0.5004,0.737,0.568,0.587,0.0704,0.3846,0.327,0.295,0.6575,0.2308,0.1538,0.5385,0.3077,1,0.3383,0.5135,0.7178,0.7692,1,1,0.5,1,1,0.6667,0.3438,0.6281,0.6542,0.1538,0.1538,0.3077,0.0769,0.0769,0.2308,0.2876,0.5854,0.3401,0.9035,0.1602,0.5296,0.3494,0.5,0.6159,0.65,0.5,0.72,0,0,0,0,0,0.579,0.764,0.457,0.2829,0
0.70530122,0.708607778,0.440011366,0.344909171,0.547678717,0.478409128,0.337939853,0.511686725,0.521801335,0.120797905,0.212532592,0.50725818,0.241565313,0,0.301620723,0.694017853,0.762324971,0.734307133,0.898354981,0.347517223,0.678406644,0.615862242,0.826241389,1,0.424349512,0.639165701,0.426267179,0.082223493,0.091734687,0.294725588,0.17395818,0.227048952,0.130378602,0.370605884,0.810047086,0.109691447,0.299951651,0.106576607,0.249636566,0.205005955,0.330496555,0.528707133,0.480993111,0.207376577,0.637943455,0.361417911,0,0,0,0,0.438263203,0.768339984,0.611950631,0.935522632,0
0.404933143,0.7477,0.8075,0.8156,0.1229,0.0444,0.1353,0.2625,0.6838,0.1429,0.1429,0.6429,0.2143,0,0.2771,0.4586,0.4772,0,0,0,0,0,0.4157,0,0.373153545,0.584394514,0.445204995,0.0714,0.2857,0.2857,0.2857,0,0.0714,0.6862,0.5193,0.2558,0.2305,1,0.5914,0.298970648,0.475524041,0.738910786,0.664090627,0.046504322,0.074651675,0.544124527,0,0.421257698,0,0,0.372925713,0.891,0.555,0.7673,0
0.4447,0.9357,1,1,0.0466,0.0397,0,0.2971,0.9776,0,0.2667,0.5333,0.1333,0,0.9116,0.4586,0.5606,0.7333,1,0.6,0.75,0.4157,1,0.4157,0.5,0.8272,0.6542,0.0667,0.3333,0.5333,0,0.0667,0,0.8013,0.1802,0.0124,1,0.829,1,1,0.1,0.6093,0.88,0.7,0.93,0,0,0,0.52,0,1,0.934,0.85,0.9939,1
0.5814,0.6218,0.4064,0.0233,0.7025,0.4746,0.3381,0.7984,0.4031,0.1111,0.3333,0.4444,0.2222,1,0.6964,0.2642,0.7921,0.5556,0,1,0,0.75,0.5,0.4157,0.5,0.6281,0.1826,0.1111,0.1111,0.1111,0.4444,0.2222,0,0.8435,0.1853,0.9319,0.1003,0.3412,1,0.5301,0.2,0.404,0.7,0,0,0.85,0,0.8,0.35,0,0.719,0.406,0.318,0.726,1
0.3534,0.5844,0.297,0.2719,0.5039,0.7821,0.6425,0.656,0.2409,0.2105,0.1579,0.5263,0.3158,1,0.2135,0.6996,0.7178,0.4737,1,0.4,0.3333,0,0.75,1,0.48,0.6738,0.3428,0.1053,0.2632,0.1579,0.2105,0.2105,0.0526,0.4137,0.1403,0.8091,0.1763,0.1302,0.6749,0.3976,0.6,0.5497,0.65,0.7,0.42,0,0,0,0,0,0.3688,0.139,0.403,0.428,1
0.482304069,0.7615,0.3811,0.4559,0.4825,0.2392,0.4957,0.2133,0.6773,0.0588,0.2941,0.3529,0.3529,1,0.4607,0.6573,0.933,0,0,0,0,0,0,0,0.442269727,0.74542686,0.637814856,0.2941,0.0588,0.3529,0.1176,0.1176,0.0588,0.3229,0.084,0.0249,0.2146,0.2817,0.1351,0.373326557,0.536904082,0.765776998,0.596368469,0,0.376486225,0.287498571,0.265002857,0.271312449,0.205061735,0,0.506187161,0.693,0.744,0.8257,0
0.2269,0.719,0.3422,0.3427,0.6828,0.3699,0.5313,0.3681,0.5328,0.2727,0.1818,0.4545,0.3636,1,0.489,0.3993,0.8638,0,0,0,0,0,0,0.4157,0.32,0.4636,0.3428,0.0909,0.1818,0.1818,0.3636,0.1818,0,0.0896,0.5708,0.8819,0.4858,0.2576,1,0.5301,0.3,0.4503,0.78,0,0,0.83,0,0.65,0,0,0.6827,0.958,0.499,1,0
0.2357,0.6898,0.4669,0.2008,0.4884,0.463,0.4395,0.7051,0.479,0.125,0.375,0.4375,0.25,1,0.1757,0.6573,1,0.6875,0.5,0.75,1,0.75,0.5,0.5,0.5806,0.8908,0.614,0.125,0.25,0.125,0.25,0.125,0.125,0.4171,0.2306,0.0365,0.1912,0.0057,0.4604,0.5904,0.3,0.5762,0.55,0,0,0,0.72,0.76,0.48,0.6309,0.6523,0.547,0.626,0.711,1
0.487459419,0.7353,0.4142,0.3611,0.8999,0.177,0.5912,0.2361,0.5831,0.2353,0.2941,0.3529,0.2941,1,0.3006,0.6124,0.7921,0.3529,0.4157,0.75,0.3333,0.2,0.3333,0,0.291968685,0.5783,0.742166785,0,0.2353,0.1765,0.2941,0.1765,0.1176,1,0.0885,0.6239,0.1908,0.6232,0.3266,0.289795404,0.413169506,0.786104468,0.485267802,0,0,0.64107121,0,0.691316951,0,0,0.636844111,0.992,0.362,0,0
0.3489,0.7795,0.3899,0.2377,0.4853,0.6855,0.7082,0.3559,0.5684,0.1538,0.2308,0.5385,0.1538,0,0.3383,0.4586,0.8638,0.5385,0.6667,0.3333,0,0,0.4157,1,0.4848,0.8272,0.6932,0.2308,0.2308,0.0769,0.1538,0,0.3077,0.1442,0.0129,0.8538,0.6376,1,0.0598,0.3133,0.3,0.6159,0.5,0,0,0.69,0,0.6,0,0.6309,0.5649,0.312,0.57,1,1
0.469124802,0.656472525,0.363497067,0.332982164,0.473304024,0.370268271,0.65647756,0.400794155,0.461079011,0.19258833,0.27661206,0.412327985,0.293856361,1,0.270302222,0.619564948,0.891968992,0.48644469,0.465684306,0,1,0.770353318,0.5,0.197624782,0.547152007,0.876373616,0.694764868,0.074116705,0.155529977,0.091320298,0.283908628,0.202495356,0.19258833,0.569293005,0.322793794,0.37145567,0.126514193,0.552657122,0.036136253,0.458386708,0.6,0.80577769,0.411858673,0,0,0,0.803010709,0.34390151,0.763010709,0,0.539038464,0.45686638,0.498528476,0.3392,0
0.3543,0.7776,0.4273,0.3744,0.5102,0.2777,0.1398,0.4946,0.7267,0.2667,0.2,0.4,0.4,1,0.4081,0.4586,0.6407,0,0,0,0,0,0,0.4157,0.3684,0.7556,0.8724,0.1333,0.2,0.3333,0.0667,0.2,0,0.0216,0.2559,0.0535,0.6327,0.0765,1,0.3855,0.6,0.9073,0.6,0.74,0.68,0,0,0,0,0,0.5199,0.156,0.33,0.9326,0
0.7477,0.7876,0.0783,0.2125,0.982,0.0793,0.6112,0.2865,0.8609,0.1538,0.2308,0.4615,0.2308,1,0.3383,0.5135,0.7921,0,0,0,0,0,0,0,0.4,0.6738,0.5725,0.0769,0.0769,0.2308,0.3077,0.1538,0.1538,0.0364,0.2005,0.0509,0.6953,0.1675,0.2495,0.3133,0.3,0.5828,0.6,0.72,0.66,0.38,0,0,0,0,0.522,0.174,0.65,0.9939,0
0.692922834,0.6036,0.3834,0.2829,0.6888,0.1802,0.6746,0.2286,0.4185,0.1875,0.0625,0.6875,0.25,0,0.3515,0.6124,0.8638,0.75,1,0.6667,1,0.5,1,0.6,0.407269824,0.636714782,0.468939244,0.125,0.1875,0.125,0.125,0.125,0.3125,0.4369,0.192,0.5243,0.0461,0.1381,0.1164,0.576197724,0.417642825,0.583916248,0.574707152,0,0,0.74822852,0.642385964,0.824121457,0,0,0.703025083,0.459,0.483,0.9681,0
0.641,0.6036,0.3834,0.2829,0.6888,0.1802,0.6746,0.2286,0.4185,0.1875,0.0625,0.6875,0.25,0,0.3515,0.6124,0.8638,0.75,1,0.6667,1,0.5,1,0.6,0.4286,0.6738,0.4854,0.125,0.1875,0.125,0.125,0.125,0.3125,0.4369,0.192,0.5243,0.0461,0.1381,0.1164,0.5422,0.4,0.6026,0.58,0,0,0.72,0.78,0.84,0,0,0.7095,0.459,0.483,0.9681,0
0.8467,0.7466,0.4113,0.2865,0.6026,0.3068,0.3822,0.2851,0.6655,0.2308,0.3077,0.3077,0.3077,1,0.2306,0.8812,1,0.5385,0.5714,0.6667,0.4286,0.25,0.75,1,0.5,0.7925,0.5725,0.2692,0.1154,0.2692,0.1538,0.1538,0.0385,0.0576,0.0026,0.266,0.418,0.2437,0.0369,0.5301,0.3,0.5298,0.83,0,0,0.68,0,0.45,0,0,0.585,0.094,0.581,0.9401,1
0.4588,0.6572,0.14,0.0804,0.8462,0.0329,0.78,0.2075,0.6661,0.25,0.1667,0.5,0.4167,1,0.4081,0.4586,0.933,0,0,0,0.4157,0,0,0,0.4146,0.8599,0.9693,0.25,0.1667,0,0.3333,0.0833,0.1667,0.3386,0.3672,1,0.3451,0.9713,0.0347,0.7229,0.9,1,0.72,0,0,0.92,0,0.85,0,0,0.8208,0.027,0.447,0.925,0
0.297,0.6721,0.6551,0.6694,0.5828,0.0886,0.208,0.1349,0.5143,0.1429,0.1429,0.4286,0.1429,0,0.2771,0.0989,1,0,0,0,0,0,0,0.4157,0.3846,0.5783,0.3921,0.1429,0.2857,0.2857,0.1429,0.1429,0,0.2768,0.4676,0.0004,0.3421,1,1,0.4337,0.3,0.5364,0.7,0.8,0.74,0,0,0,0,0,0.6884,0.443,0.705,0.8362,0
0.9554,0.7838,0.3182,0.3266,0.3376,0.5523,0.5274,0.6017,0.6331,0.2083,0.2083,0.375,0.3333,1,0.2939,0.8483,0.7921,0.625,0.5,0.5,0.5,1,0.5714,1,0.375,0.5238,0.2915,0.0833,0.25,0.1667,0.0833,0.2917,0.0833,0.0049,0.2039,0.0815,0.1051,0.0252,0.6825,0.7108,0.3,0.4768,0.55,0,0,0,0.89,0.62,0.84,0.6309,0.7735,0.37,0.628,0.9681,1
0.4821,0.6741,0.5818,0.3708,0.5898,0.2743,0.5749,0.1644,0.4764,0.1176,0.2941,0.4706,0.2353,1,0.3006,0.6573,0.7178,0.6471,0,1,0.8,0.3333,1,0.3333,0.4848,0.8272,0.6932,0.0588,0.1176,0.2941,0.1765,0.1765,0.1765,0.3201,0.4522,0.0659,0.2396,0.4317,0.3181,0.3133,0.3,0.6159,0.5,0,0,0.69,0,0.6,0,0,0.5409,0.229,0.653,0.8656,1
0.5331,0.6819,0.4917,0.3942,0.7556,0.1144,0.2783,0.2831,0.5521,0.2353,0.0588,0.4706,0.2353,1,0.1331,0.6573,0.7178,0.6471,0.3333,0.6667,1,0.75,1,0,0.2778,0.5783,0.8037,0.1765,0.1765,0.1765,0.2353,0.1176,0.1176,0.7949,0.3608,0.1136,0.143,0.4339,0.3302,0.7349,0.4,0.7152,0.45,0,0,0,0.88,0.5,0.82,0,0.4059,0.258,0.643,0.9614,1
0.384307682,0.8086,0.2409,0.0439,1,0.4084,0.8167,0.391,0.7312,0.1875,0,0.75,0.1875,0,0.519,0.6124,0.5606,0.8125,0.4157,0.3333,1,1,0.5,1,0.357243761,0.554310309,0.43085869,0,0.1875,0.0625,0.375,0.125,0.25,1,0.2128,0.668,0.1428,0.5771,0.2785,0.629741451,0.329252454,0.571724212,0.579252454,0.216468158,0.15211276,0.122860306,0.629653161,0.438634787,0.594279388,0,0.687466711,0.908,0.816,0.6784,0
0.2953,0.524,0.5208,0.503,0.205,0.5035,0.2637,0.5186,0.3082,0.1765,0.3529,0.4118,0.3529,1,0.4607,0.5646,0.933,0,0.4157,0,0,0,0,0,0.375,0.5238,0.2915,0,0.1176,0.3529,0.1765,0.2353,0.1176,1,0.2565,0.2409,0.6616,0.0365,0.8872,0.4217,0.4,0.4768,0.58,0,0,0.73,0,0.38,0.65,0,0.4572,0.166,0.735,0.2829,0
0.5216,0.7021,0.6385,0.5798,0.2779,0.4038,0.2888,0.386,0.5178,0.2941,0.3529,0.2941,0.5294,1,0.3006,0.5646,0.8638,0.4706,0.4157,0.2,0.75,1,0.25,0,0.2667,0.4636,0.5725,0,0.2941,0.2353,0.1765,0.2353,0.0588,1,0.2452,0.0779,0.0625,0.5655,0.3075,0.506,0.5,0.6689,0.62,0.42,0,0.76,0,0,0.7,0,0.5787,0.346,0.686,0.7799,1
0.242607666,0.7766,0.587,0.481,0.4962,0.3624,0.2951,0.2394,0.6456,0.1579,0.3158,0.5263,0.1579,1,0.06,0.7777,0.8638,0.4737,0.6667,0.25,0.25,0.5,0.5,1,0.335957632,0.495362975,0.367786149,0.1579,0.2105,0.2105,0.2105,0.1053,0.1053,0.0748,0.1124,0.0757,0.1911,0.7541,0.2601,0.519613867,0.3,0.460383657,0.773473361,0,0,0.799542352,0,0.65,0,0,0.57999399,0.305,0.664,0.9748,0
0.549561672,0.5685,0.482,0.5621,0.4345,0.5552,0.572,0.4734,0.2099,0.1875,0.25,0.5,0.3125,1,0.519,0.5646,0.7921,0.3125,0.4157,0.5,0.3333,0,0.5,0,0.495215651,0.639032237,0.220922632,0,0.375,0.1875,0.1875,0.125,0.125,1,0.1166,0.0408,0.1535,0.5204,0.6713,0.498403691,0.295686972,0.43885398,0.688039129,0.167452201,0.100471321,0.646665185,0,0.608626056,0.2662739,0,0.612552245,0.353,0.304,0.214,0
0.3043,0.7379,0.5762,0.4086,0.465,0.2094,0.3924,0.3011,0.6219,0.1111,0.2222,0.5556,0.2222,0,0.4081,0.6573,0.933,0.3889,0,0.5,0.5,0.5,0.25,0.5,0.3103,0.5238,0.5297,0.1111,0.3333,0.1111,0.1111,0.2222,0.1111,0.1807,0.1265,0.3211,0.3812,0.0406,0.8445,0.506,0.3,0.6026,0.72,0.78,0.55,0,0,0,0,0,0.5865,0.197,0.349,0.9544,1
0.2297,0.8622,0.2783,0.2994,0.6359,0.1973,0.4301,0.063,0.9132,0,0.3846,0.3846,0.2308,0,0.5441,0.4586,0.933,0.5385,0.4,0,1,1,0,0,0.1905,0.4636,1,0.3846,0.0769,0.1538,0.2308,0.0769,0.0769,0.3136,0.1069,0.0349,0.1014,0.3683,1,0.6145,0.5,0.8344,0.48,0,0,0.6,0.72,0.8,0,0,0.615,0.564,0.785,0.9614,1
0.2872,0.6965,0.6043,0.3507,0.6161,0.1109,0.3423,0.3431,0.5598,0.0769,0.0769,0.6923,0.1538,0,0.3383,0.5135,0.8638,0.7692,0.5,1,0.5,1,1,0,0.6111,1,0.8037,0.1538,0.3077,0.1538,0.1538,0.1538,0.0769,0.1323,0.2494,0.0195,0.0251,0.3725,0.6385,0.3494,0.8,0.7417,0.45,0.65,0,0,0.76,0,0.6,0,0.5029,0.591,0.557,0.578,1
0.3617,0.7864,0.7076,0.5711,0.3632,0.104,0.1938,0.3235,0.7017,0.1034,0.3793,0.3793,0.3448,1,0.2496,1,1,0.6207,0.8333,0.5,0.2,1,0.5,1,0.3103,0.5238,0.5297,0.2069,0.2759,0.1724,0.069,0.1379,0.1034,0.0647,0.1331,0.0014,0.6608,0.0733,0.0848,0.506,0.3,0.6026,0.72,0.78,0.55,0,0,0,0,0,0.6687,0.343,0.548,0.925,1
0.415679408,0.5857,0.3771,0.321,0.6494,0.4012,0.3995,0.5156,0.3528,0.5,0.0714,0.4286,0.5714,1,0.4718,0.3993,0.8638,0.5714,0,0.6667,1,0.4157,0.6,0,0.433315202,0.659841451,0.451200352,0.0714,0.2143,0.1429,0,0.3571,0.1429,0.224,0.4856,0.6252,1,0.1329,0.0016,0.421873377,0.43104291,0.610177158,0.470674908,0.537914181,0.497570617,0.13104291,0.245705456,0.157251492,0.229325092,0,0.505044534,0.845,0.701,0.5264,0
0.8361,0.5793,0.7538,0.4427,0.3417,0.5454,0.2019,0.6503,0.306,0.1667,0.0556,0.6667,0.2222,0,0.4081,0.7397,0.7178,0,0,0,0,0,0,0.4157,0.4615,0.6738,0.3921,0.1667,0.3333,0.1111,0.2222,0.1667,0,0.0777,0.141,0.1235,0.0384,0.0338,1,0.0843,0.3,0.4834,0.48,0.58,0.63,0,0,0,0,0,0.5019,0.756,0.62,0.8036,0
0.8036,0.7897,0.4015,0.2792,0.5848,0.4193,0.7287,0.5129,0.5575,0.0714,0.2857,0.5714,0.3571,0,1,0.3348,1,0.5714,1,0.6667,0.5,0.4157,0.4157,0.5,0.2692,0.3963,0.3921,0.0714,0.2143,0.1429,0,0,0.5714,0.1508,0.1979,0.5884,1,1,0.0243,0.5422,0.3,0.6225,0.84,0.45,0,0.78,0,0,0.65,0,0.7356,0.583,0.378,0.8036,1
0.710114313,0.6328,0.052,0.1222,0.7248,0.4652,0.5921,0.4324,0.5043,0,0.5,0.4375,0.375,1,0.519,0.5646,0.7178,0,0,0,0,0,0,0.4157,0.312315662,0.6281,0.791793082,0.125,0.1875,0.125,0.375,0.1875,0,0.4819,0.1372,0.566,0.169,0.6662,1,0.577540621,0.6,0.809710624,0.70366586,0.82577724,0.766510412,0,0,0,0,0,0.306824117,0.85,0.538,0.9876,0
0.7614,0.7334,0.3966,0.4024,0.6815,0.3064,0.4356,0.376,0.5578,0.0833,0.2917,0.5,0.125,0,0.4081,0.8483,0.933,0.5833,0.75,0.25,0.5,0.6667,0.8,0.4157,0.4242,0.7556,0.6932,0.1667,0.1667,0.3333,0.125,0.2083,0,0.1372,0.0673,0.0049,0.188,0.0132,1,0.6627,0.6,0.6887,0.6,0,0,0.82,0,0.78,0.45,0,0.6944,0.264,0.412,0.8149,1
0.344032708,0.5899,0.0355,0.0799,0.8297,0.2445,0.6351,0.3269,0.6479,0.1875,0.3125,0.3125,0.3125,1,0.519,0.6124,1,0.625,0.6667,1,1,0.6667,0.4,0.4157,0.270163622,0.389005675,0.418478891,0.1875,0.0625,0.0625,0.375,0.3125,0,0.1083,0.6917,0.4131,0.1477,0.0012,1,0.571251982,0.114622445,0.424155006,0.585093868,0,0,0.105281603,0.700095952,0.585377555,0.648869419,0,0.579097476,0.601,0.554,0.6421,0
0.444,0.6145,0.4739,0.3004,0.1682,0.7763,0.3127,0.7816,0.3784,0.0625,0.1875,0.5,0.25,0,0.1757,0.6124,0.8638,0.8125,1,1,0.5,1,0.6667,1,0.3667,0.6281,0.5725,0.125,0.1875,0.25,0.1875,0.1875,0.0625,0.2493,0.208,0.0336,0.0542,0.201,0.9518,0.3373,0.4,0.5629,0.38,0.45,0,0,0.74,0,0.7,0,0.7145,0.278,0.637,0.9544,1
0.646667977,0.7065,0.7,0.7545,0.4371,0.2696,0.2235,0.2072,0.4986,0.0588,0.1176,0.5882,0.1176,0,0.4607,0.6124,0.7921,0,0,0,0,0,0,0,0.326570573,0.632005802,0.760881628,0.0588,0.0588,0.3529,0.2941,0.1176,0.1176,0.9578,0.0554,0.1347,0.2755,0.3734,0.1364,0.265618859,0.514429977,0.831911223,0.483814333,0.114429977,0.125872974,0.501755691,0,0.558405527,0,0,0.439470068,0.735,0.309,0.8257,0
0.281483925,0.7816,0.208,0.0419,0.7304,0.4351,0.5974,0.6452,0.6383,0.0909,0.2727,0.5455,0.2727,0,0.3671,0.7777,0.4772,0.7727,0.8,0.5,1,0.8,0.7143,1,0.462092264,0.810880681,0.728567457,0.2273,0.0909,0.0909,0.2273,0.3182,0.0455,0.2376,0.469,0.2141,0.4021,0.1959,0.3162,0.544620937,0.47914866,0.797936775,0.58127701,0.11468237,0,0,0.609444682,0.35616897,0.705404062,0,0.659272342,0.896,0.793,0,0
0.2479,0.7347,0.5619,0.3568,0.3926,0.4792,0.384,0.4002,0.5739,0.375,0.3125,0.25,0.5,1,0.3515,0.5646,0.8638,0.5625,0.4,0.3333,0,0.4157,1,0.6667,0.4048,0.8599,1,0.3125,0.1875,0.0625,0,0.25,0.1875,0.4534,0.1446,0.9619,1,0.2077,0.005,0.1928,0.6,0.9868,0.55,0,0.62,0.4,0,0,0,0,0.4076,0.066,0.883,0.7404,1
0.390805343,0.8034,0.4909,0.3346,0.4424,0.4078,0.3104,0.4565,0.7049,0.1364,0.2273,0.4545,0.1364,0,0.1097,0.8483,0.5606,0,0,0,0,0,0,0,0.323888561,0.409069217,0.193506413,0.2273,0.1818,0.1818,0.1364,0.1364,0.0909,0.4013,0.4499,0.2225,0.3843,0.5199,0.3066,0.363908102,0.389984928,0.482739005,0.684977392,0.494917104,0,0,0.08913414,0.062093446,0.669028637,0,0.566304153,0.062,0.542,0.6421,0
0.3571,0.8034,0.4909,0.3346,0.4424,0.4078,0.3104,0.4565,0.7049,0.1364,0.2273,0.4545,0.1364,0,0.1097,0.8483,0.5606,0,0,0,0,0,0,0,0.5,0.7162,0.3921,0.2273,0.1818,0.1818,0.1364,0.1364,0.0909,0.4013,0.4499,0.2225,0.3843,0.5199,0.3066,0.6627,0.3,0.5762,0.68,0.74,0.8,0.42,0,0,0,0,0.6445,0.062,0.542,0.6421,1
0.626629366,0.782606683,0.39343309,0.250339935,0.515605386,0.60442167,0.714443823,0.403718549,0.565080113,0.128702876,0.247521263,0.548520575,0.215720453,0,0.539838434,0.420893399,0.905283353,0.548520575,0.76821543,0.434845888,0.152288374,0.126612554,0.4157,0.847711626,0.340860187,0.648557029,0.77012252,0.182250466,0.225774484,0.097002065,0.106956096,0,0.388016888,0.146210207,0.069246698,0.772965331,0.747978613,1,0.048987525,0.554326891,0.469542325,0.660259336,0.656601862,0.69218307,0.723556094,0.167517211,0,0,0.264260836,0,0.563538922,0.394540299,0.511521264,0.940181127,0
0.619487627,0.814527666,0.290721032,0.163791362,0.820120593,0.246574409,0.528952499,0.250047869,0.751752752,0.140036536,0.256032896,0.371983552,0.231947016,1,0.288428817,0.712327322,0.856496592,0.564442068,0.565630046,0.228518779,0.228518779,0.772851878,0.728518779,0.728518779,0.405049965,0.812230983,0.890372057,0.217801818,0.130141559,0.11599636,0.256032896,0.11599636,0.164076711,0.293477005,0.185913914,0.276088186,0.579837434,0.686538374,0.184165535,0.45749682,0.545703756,0.856967382,0.627148122,0.750859249,0.690859249,0.228044226,0,0,0,0,0.518101979,0.735022113,0.673466023,0.371053394,0
0.957503526,0.8721,0.1348,0.0142,0.8814,0.3022,0.5591,0.7785,0.7594,0,0.2727,0.4545,0.0909,0,0.2405,0.3348,0.8638,0.5455,0,0.5,0.4157,0.6667,1,1,0.380379362,0.5783,0.406691953,0.0909,0.1818,0,0.2727,0.1818,0.0909,0.2084,0.0115,1,0.1955,0.9505,0.5962,0.434983159,0.3,0.544130766,0.707423232,0.757581533,0.661525835,0.076353241,0,0,0.058325393,0,0.424577537,0.222,0.531,0.6951,0
0.8197,0.7334,0.3966,0.4024,0.6815,0.3064,0.4356,0.376,0.5578,0.0833,0.2917,0.5,0.125,0,0.4081,0.8483,0.933,0.5833,0.75,0.25,0.5,0.6667,0.8,0.4157,0.3438,0.6281,0.6542,0.1667,0.1667,0.3333,0.125,0.2083,0,0.1372,0.0673,0.0049,0.188,0.0132,1,0.3133,0.4,0.7881,0.66,0,0,0.6,0,0.42,0,0.6309,0.5357,0.264,0.412,0.8149,1
0.408810624,0.7922,0.3853,0.2833,0.8571,0.1271,0.2831,0.4145,0.7036,0.1154,0.3077,0.5,0.3462,1,0.2306,0.943,0.933,0,0,0,0,0,0,0,0.471485024,0.726563277,0.491416948,0.2308,0.1538,0.2308,0.2692,0.0385,0.0769,0.4419,0.1671,0.0659,0.009,0.7993,0.2691,0.104133357,0.272835448,0.507594951,0.362954441,0,0.552835448,0.526791138,0,0,0.06791138,0,0.471511077,0.767,0.673,0.9681,0
0.9606,0.6921,0.1633,0.1339,0.7249,0.6383,0.4411,0.3713,0.5642,0.1579,0.1579,0.6316,0.2105,0,0.2135,0.7397,0.7921,0.2632,0.2,0.6667,0,0.3333,0,0.25,0.3214,0.5238,0.4854,0.2632,0.1579,0.1053,0.1579,0.1053,0.2105,0.1435,0.0277,0.5022,0.0608,0.893,0.2492,0.253,0.5,0.6026,0.62,0.65,0.42,0,0,0,0,0,0.3124,0.585,0.368,0.3868,0
0.8128,0.6819,0.4917,0.3942,0.7556,0.1144,0.2783,0.2831,0.5521,0.2353,0.0588,0.4706,0.2353,1,0.1331,0.6573,0.7178,0.6471,0.3333,0.6667,1,0.75,1,0,0.5,0.6281,0.1826,0.1765,0.1765,0.1765,0.2353,0.1176,0.1176,0.7949,0.3608,0.1136,0.143,0.4339,0.3302,0.5301,0.2,0.404,0.7,0,0,0.85,0,0.8,0.35,0,0.6719,0.258,0.643,0.9614,0
0.70297587,0.5704,0.2021,0.3137,0.7468,0.506,0.4708,0.4682,0.3419,0.2143,0.3571,0.4286,0.4286,1,0.2771,0.5135,0.6407,0.6429,1,0.6667,0.6667,1,0.5,0.5,0.38040312,0.68296935,0.691710289,0.0714,0.2143,0.2143,0.0714,0.2857,0.1429,0.7485,0.293,0.17,1,0.1769,0.6005,0.414870362,0.518070333,0.691763039,0.53855275,0.383728583,0.206623083,0.26565825,0.360490534,0.204824167,0.335911634,0,0.535279874,0.008,0.822,0.9681,0
0.4198,0.7347,0.5619,0.3568,0.3926,0.4792,0.384,0.4002,0.5739,0.375,0.3125,0.25,0.5,1,0.3515,0.5646,0.8638,0.5625,0.4,0.3333,0,0.4157,1,0.6667,0.5357,0.7925,0.4854,0.3125,0.1875,0.0625,0,0.25,0.1875,0.4534,0.1446,0.9619,1,0.2077,0.005,0.2771,0.5,0.5497,0.65,0.38,0,0.58,0,0,0,0,0.4696,0.066,0.883,0.7404,1
0.9565,0.8513,0.6463,0.5335,0.441,0.2043,0.2493,0.2315,0.7802,0.1538,0.3846,0.3077,0.3077,1,0.7388,0.5135,0.8638,0.6923,0.5,0,0.8333,1,1,0,0.4615,0.6738,0.3921,0.1538,0.0769,0.4615,0.1538,0.0769,0.0769,0.0887,0.4392,0.0306,0.4041,0.663,0.1683,0.0843,0.3,0.4834,0.48,0.58,0.63,0,0,0,0,0,0.5532,0.013,0.796,0.7541,1
0.799623724,0.7337,0.7025,0.5665,0.467,0.5426,0.7196,0.4191,0.3323,0.0769,0.2308,0.5385,0.1538,0,0.3383,0.5135,0.8638,0,0,0,0,0,0,0,0.414410162,0.764672213,0.744708319,0.0769,0.3077,0.1538,0.0769,0.1538,0.2308,0.0371,0.1576,0.8384,0.6437,0.132,0.366,0.608392728,0.425341376,0.744439726,0.577192761,0,0,0,0.851267069,0.754658624,0.584210858,0,0.747988632,0.802,0.644,0.7541,0
