user_id,item_id,event_type,created_at,destination_category,event_weight,recency_weight,days_ago,interest_sightseeing,interest_culture,interest_history,interest_nature,interest_beach,interest_adventure,interest_relaxation,interest_strength,booking_rate,save_rate,exploration_rate,conversion_rate,travel_pace_preference,category_loyalty_score,user_unique_dests,user_active_days,feedback_positivity_rate,fb_rate_sightseeing,fb_rate_culture,fb_rate_history,fb_rate_nature,fb_rate_beach,fb_rate_adventure,fb_rate_relaxation,dest_feedback_rate,dest_pos_feedback_count,dest_total_feedback,cat_usage_share_sightseeing,cat_usage_share_culture,cat_usage_share_history,cat_usage_share_nature,cat_usage_share_beach,cat_usage_share_adventure,cat_usage_share_relaxation,cat_recency_sightseeing,cat_recency_culture,cat_recency_history,cat_recency_nature,cat_recency_beach,cat_recency_adventure,cat_recency_relaxation,aggregate_feedback_rating,booked_users_norm,weighted_engagement_norm,Sightseeing_dest_score,Culture_dest_score,History_dest_score,Nature_dest_score,Beach_dest_score,Adventure_dest_score,Relaxation_dest_score,click_frequency,user_item_affinity,category_diversity,trust_score,user_total_feedback_count,label
user_112,dest_38,view,2026-03-04 19:43:19.394000+00:00,Relaxation,0.5,0.3216,22.69131847,0.8721,0.1348,0.0142,0.8814,0.3022,0.5591,0.7785,0.7594,0,0.2727,0.4545,0.0909,0,0.2405,0.3348,0.8638,0.5455,0,0.5,0.4157,0.6667,1,1,0,0.3846,0.5783,0.3921,0.0909,0.1818,0,0.2727,0.1818,0.0909,0.1818,0.2084,0.0115,1,0.1955,0.9505,0.5962,0.7825,0.3976,0.3,0.5563,0.7,0,0,0.58,0,0.35,0.75,0,0.8169,0.222,0.531,0.6951,0
user_119,dest_19,book,2026-02-28 18:59:08.379000+00:00,Beach,4,0.2629,26.72200152,0.6165,0.0883,0.2888,0.9736,0.4224,0.6154,0.4132,0.7475,0.3333,0.1667,0.3333,0.3333,1,0.4081,0.3993,0.7178,0.6667,1,1,0.5,1,0.6667,0,0.4157,0.4583,0.6281,0.2915,0.1667,0.0833,0.3333,0.0833,0.25,0.0833,0,0.4853,0.1035,0.3552,0.9938,0.2092,0.5016,1,0.7952,0.3,0.5232,0,0,0,0.65,0.84,0.55,0.72,0,0.7324,0.237,0.503,0.6008,1
user_37,dest_81,trip_click,2026-03-09 10:21:42.766000+00:00,History,1,0.4049,18.08132574,0.7192,0.2152,0.289,0.4589,0.4956,0.4997,0.5428,0.5889,0.0526,0.1053,0.6842,0.1053,0,0.2135,0.7777,0.8638,0.7368,0.6667,0.5,0.8,0.75,0.75,0.4157,1,0.4737,0.5238,0,0.1579,0.1053,0.2632,0.2105,0.2105,0,0.0526,0.1434,0.2404,0.1718,0.0723,0.4041,1,0.5069,0.3614,0.1,0.3046,0.52,0.6,0.67,0.35,0,0,0,0.6309,0.4422,0.232,0.646,0.6608,1
user_63,dest_38,trip_click,2026-03-10 05:28:28.046000+00:00,Relaxation,1,0.4214,17.28496833,0.8816,0.5521,0.4386,0.6118,0.1316,0.2579,0.535,0.7738,0.3,0.3,0.2,0.4,1,0.317,0.2642,0.7921,0,0,0,0,0,0,0.4157,0,0.3846,0.5783,0.3921,0.2,0.1,0.3,0.2,0.1,0,0.1,0.8743,0.5765,0.1815,0.0139,0.2576,1,0.596,0.3976,0.3,0.5563,0.7,0,0,0.58,0,0.35,0.75,0.6309,0.6795,0.33,0.367,0.8561,1
user_3,dest_23,view,2026-03-09 10:22:01.727000+00:00,Nature,0.5,0.4049,18.08110628,0.6328,0.052,0.1222,0.7248,0.4652,0.5921,0.4324,0.5043,0,0.5,0.4375,0.375,1,0.519,0.5646,0.7178,0,0,0,0,0,0,0.4157,0.4157,0.3846,0.5783,0.3921,0.125,0.1875,0.125,0.375,0.1875,0,0,0.4819,0.1372,0.566,0.169,0.6662,1,1,0.506,0.4,0.4503,0.8,0,0,0.84,0,0.62,0,0,0.6858,0.85,0.538,0.9876,0
user_115,dest_12,book,2026-03-16 13:28:56.914000+00:00,Adventure,4,0.5784,10.95130088,0.6705,0.106,0.0323,0.835,0.6174,1,0.5021,0.6043,0.25,0.5,0.25,0.625,1,0.1757,0.1862,0.1048,0,0,0,0.4157,0,0,0,0.4157,0.5789,1,0.8724,0.125,0.125,0,0.25,0.25,0.25,0,0.4912,0.5788,1,0.6644,0.0778,0.3776,1,0.6867,0.4,0.6887,0.48,0,0,0,0.84,0.86,0.65,0,0.8525,0.808,0.648,0.9473,1
user_28,dest_60,book,2026-03-24 18:38:50.462000+00:00,History,4,0.8721,2.736097778,0.8236,0.6043,0.4631,0.4692,0.2427,0.2387,0.6313,0.6687,0.2143,0.0714,0.5714,0.2143,0,0.2771,0.5646,0.7921,0,0,0,0,0,0,0,0.4157,0.5405,0.948,0.8385,0.1429,0.2857,0.1429,0.1429,0.0714,0.2143,0,0.0384,0.1907,0.0943,0.1261,0.9646,0.2202,1,0.2892,0.3,0.7748,0.58,0.42,0.64,0.45,0,0,0,0,0.5992,0.131,0.797,0.4644,1
user_72,dest_94,save_trip,2026-02-25 23:19:46.149000+00:00,History,3,0.2283,29.54100881,0.7064,0.6917,0.5762,0.4321,0.1771,0.508,0.3672,0.462,0.1111,0.3889,0.3889,0.3333,1,0.4081,0.6996,0.4772,0.3889,0.4157,0.6,0.5,0.3333,0,0,0.4157,0.4615,0.6738,0.3921,0,0.2778,0.3333,0.1667,0.0556,0.1667,0,1,0.4024,0.5145,0.2708,1,0.255,1,0.0843,0.3,0.4834,0.48,0.58,0.63,0,0,0,0,0.6309,0.5467,0.108,0.322,0.8561,1
user_56,dest_49,save_trip,2026-03-09 19:56:52.050000+00:00,History,3,0.4131,17.68191273,0.5218,0.0988,0.1541,0.6201,0.5064,0.5842,0.7193,0.2848,0.0714,0.5,0.1429,0.5,1,0.4718,0.5646,0.7178,0,0,0.4157,0,0,0,0,0.4157,0.475,0.9201,0.9378,0.1429,0,0.1429,0.2143,0.3571,0.1429,0,0.6894,1,0.6097,0.1587,0.0943,0.3407,1,0.2048,0.4,0.7417,0.45,0,0.7,0.65,0,0.52,0,0,0.5249,0.766,0.793,0.8036,1
user_145,dest_27,view,2026-03-20 08:46:53.588000+00:00,Nature,0.5,0.6995,7.147172708,0.4465,0.3325,0.2329,0,0.8356,0.0964,0.7624,0.3121,0.2727,0.1818,0.5455,0.3636,1,0.7215,0.3993,0.7178,0.9091,1,1,1,1,0.8,1,0.4157,0.4091,0.5238,0.1826,0.0909,0.0909,0.1818,0.0909,0.4545,0.0909,0,0.4868,0.8194,0.4462,0.2465,0.027,0.4433,1,0.5542,0.5,0.5099,0.58,0,0,0.8,0,0.74,0,0,0.1618,0.03,0.466,0.8149,1
user_185,dest_16,save,2026-03-05 18:33:52.704000+00:00,Beach,2,0.3372,21.73954405,0.818,0.6459,0.4116,0.4264,0.3547,0.3372,0.3824,0.6815,0,0.2857,0.4286,0.0714,0,0.2771,0.4586,0.6407,0,0,0,0,0,0,0,0.4157,0.4118,0.7556,0.7311,0.0714,0.2143,0.2143,0.2857,0.0714,0.1429,0,0.9321,0.4409,0.0914,0.172,0.7496,0.2552,1,0.6145,0.4,0.7285,0.6,0,0,0,0.85,0.78,0.55,0,0.6091,0.851,0.592,0.6608,1
user_149,dest_93,view,2026-03-26 10:41:49.600000+00:00,Culture,0.5,0.948,1.067357755,0.7905,0.0669,0.0296,0.8713,0.2935,0.767,0.213,0.7443,0.1667,0,0.6667,0.1667,0,0.1757,0.4586,0.5606,0,0,0,0.4157,0,0,0,0.4157,0.4,0.6738,0.5725,0.1667,0.1667,0,0.25,0.25,0.1667,0,0.5869,0.0368,1,0.2678,0.0602,0.0655,1,0.3133,0.3,0.5828,0.6,0.72,0.66,0.38,0,0,0,0,0.4493,0.831,0.459,0.7799,0
user_200,dest_74,view,2026-02-28 14:08:10.409000+00:00,Adventure,0.5,0.2602,26.92406135,1,0.5539,0.5073,0.6128,0.0615,0.4531,0,1,0.2,0.2,0.3,0.3,1,0.317,0.3348,0.7178,0,0,0,0,0,0.4157,0,0.4157,0.2857,0.5783,0.7679,0.2,0.3,0.2,0.1,0,0.2,0,0.5727,0.2059,0.4206,0.0447,1,0.061,1,0.2771,0.4,0.8079,0.48,0,0,0.62,0,0.69,0,0,0.5739,0.037,0.326,0.5264,0
user_85,dest_80,save,2026-03-01 08:33:46.257000+00:00,Culture,2,0.2704,26.15628534,0.6537,0.164,0.2098,0.6422,0.392,0.4804,0.3705,0.5585,0.05,0.55,0.3,0.2,1,0.1757,0.6996,0.5606,0,0,0,0,0,0,0,0,0.4615,0.6738,0.3921,0.25,0.1,0.1,0.25,0.15,0.1,0.05,0.1547,0.2989,0.203,0.1477,0.2708,0.4296,0.6377,0.1325,0.4,0.5828,0.45,0.63,0.58,0,0,0,0,0,0.2734,0.906,0.446,0.9748,1
user_84,dest_55,view,2026-03-14 16:27:20.246000+00:00,Nature,0.5,0.5266,12.82741972,0.9523,0.9913,0.8067,0.2598,0.0436,0.0879,0.1169,0.8904,0.1875,0.25,0.4375,0.375,1,0.519,0.6124,0.4772,0.5625,0.5,0.3333,1,0.5,0.4157,1,0.4157,0.5556,0.7925,0.4396,0.125,0.375,0.1875,0.25,0,0.0625,0,0.1447,0.0266,0.2478,0.1452,1,0.0192,1,0.3133,0.5,0.7219,0.65,0,0,0.72,0,0.45,0,0,0.4369,0.548,0.314,0.8362,1
user_33,dest_6,view,2026-03-14 03:53:52.305000+00:00,Adventure,0.5,0.513,13.35065978,0.6898,0.4669,0.2008,0.4884,0.463,0.4395,0.7051,0.479,0.125,0.375,0.4375,0.25,1,0.1757,0.6573,1,0.6875,0.5,0.75,1,0.75,0.5,0.5,0.4157,0.4062,0.7162,0.6542,0.125,0.25,0.125,0.25,0.125,0.125,0,0.4171,0.2306,0.0365,0.1912,0.0057,0.4604,1,0.6506,0.6,0.6623,0.75,0,0,0.82,0,0.87,0.4,0,0.719,0.547,0.626,0.711,0
user_74,dest_17,book,2026-03-27 08:49:38.483000+00:00,Adventure,4,0.9928,0.145264201,0.7347,0.5619,0.3568,0.3926,0.4792,0.384,0.4002,0.5739,0.375,0.3125,0.25,0.5,1,0.3515,0.5646,0.8638,0.5625,0.4,0.3333,0,0.4157,1,0.6667,0.4157,0.3448,0.5783,0.5297,0.3125,0.1875,0.0625,0,0.25,0.1875,0,0.4534,0.1446,0.9619,1,0.2077,0.005,1,0.6627,0.7,0.7815,0.55,0.8,0.65,0.62,0,0.87,0,0,0.7449,0.066,0.883,0.7404,1
user_176,dest_2,save,2026-03-10 18:25:13.774000+00:00,Culture,2,0.4329,16.74555019,0.9306,0.4064,0.2951,0.7339,0.1071,0.511,0.1546,0.9183,0.1111,0.2778,0.3889,0.1111,0,0.2549,0.6996,0.933,0.3889,0.6,0.4,0,0,1,0,0.4157,0.32,0.4636,0.3428,0.2778,0.2778,0.1111,0.1667,0.1111,0.0556,0,0.2148,0.0417,0.7792,0.4294,0.6234,0.1143,1,0.7711,0.2,0.5298,0.75,0.95,0.88,0,0,0,0.4,0,0.6595,0.968,0.393,1,1
user_8,dest_52,view,2026-03-26 08:02:06.377000+00:00,Beach,0.5,0.9428,1.178274688,0.7379,0.5762,0.4086,0.465,0.2094,0.3924,0.3011,0.6219,0.1111,0.2222,0.5556,0.2222,0,0.4081,0.6573,0.933,0.3889,0,0.5,0.5,0.5,0.25,0.5,0.4157,0.4,0.6738,0.5725,0.1111,0.3333,0.1111,0.1111,0.2222,0.1111,0,0.1807,0.1265,0.3211,0.3812,0.0406,0.8445,1,0.2169,0.3,0.6623,0.45,0.6,0.52,0,0.69,0,0,0,0.5188,0.197,0.349,0.9544,0
user_177,dest_42,view,2026-03-21 05:49:52.274000+00:00,Beach,0.5,0.7309,6.270104583,0.5899,0.0355,0.0799,0.8297,0.2445,0.6351,0.3269,0.6479,0.1875,0.3125,0.3125,0.3125,1,0.519,0.6124,1,0.625,0.6667,1,1,0.6667,0.4,0.4157,0.4157,0.5217,0.6738,0.2382,0.1875,0.0625,0.0625,0.375,0.3125,0,0,0.1083,0.6917,0.4131,0.1477,0.0012,1,1,0.5542,0.2,0.4834,0.42,0,0,0.5,0.8,0,0.76,0,0.548,0.601,0.554,0.6421,0
user_52,dest_7,view,2026-03-22 16:54:18.451000+00:00,Beach,0.5,0.7863,4.808690498,0.6341,0.4296,0.3939,0.6315,0.0805,0.4503,0.3308,0.4896,0.1053,0.3684,0.4737,0.2632,1,0.2135,0.7397,0.6407,0.3684,0.4157,0.4,0.75,0.3333,0,0,0.5,0.375,0.5238,0.2915,0,0.2632,0.2105,0.1579,0.1579,0.1053,0.1053,1,0.2274,0.01,0.0567,0.1658,0.7257,0.8287,0.7108,0.3,0.4768,0.55,0,0,0,0.89,0.62,0.84,0,0.4949,0.798,0.571,0.9876,0
user_196,dest_79,save_trip,2026-03-08 04:04:16.162000+00:00,History,3,0.3802,19.34343921,0.8238,0.498,0.5201,0.5516,0.2212,0.2549,0.2376,0.7533,0.0625,0.3125,0.5625,0.1875,0,0.519,0.5646,0.933,0,0,0,0,0,0,0.4157,0.4157,0.4048,0.8599,1,0.125,0.125,0.375,0.1875,0.1875,0,0,0.2414,0.1332,0.081,0.1999,0.0008,1,1,0.1928,0.6,0.9868,0.55,0,0.62,0.4,0,0,0,0,0.5028,0.473,0.512,0.9876,1
user_198,dest_6,view,2026-03-22 17:45:05.121000+00:00,Adventure,0.5,0.7877,4.773428113,0.775,0.2854,0.1936,0.7434,0.3638,0.5087,0.2684,0.686,0.1579,0.2632,0.3684,0.2105,1,0.2135,0.7777,0.933,0.7895,1,0.5,0.5,0.8,1,1,0.4157,0.4062,0.7162,0.6542,0.1053,0.2105,0.1053,0.2632,0.1053,0.2105,0,0.029,0.1731,0.4696,0.6078,0.4592,0.0083,1,0.6506,0.6,0.6623,0.75,0,0,0.82,0,0.87,0.4,0,0.7691,0.621,0.775,0.1252,1
user_60,dest_63,book,2026-03-26 19:45:15.644000+00:00,Nature,4,0.9661,0.689972986,0.6894,0.3169,0.4202,0.5533,0.2972,0.359,0.2551,0.6046,0.2222,0.3889,0.3333,0.3889,1,0.2549,0.6573,0.933,0.6667,0.3333,0.6667,0.6,1,0.5,1,0.4157,0.5556,0.7925,0.4396,0.1667,0.1667,0.2778,0.2222,0.1111,0.0556,0,0.4822,0.1663,0.4191,0.0238,0.5984,0.1857,1,0.2892,0.6,0.6225,0.5,0,0,0.71,0,0.65,0,0,0.4921,0.979,0.733,0.6951,1
user_130,dest_74,view,2026-03-13 07:32:47.658000+00:00,Adventure,0.5,0.4917,14.19863023,0.7353,0.4142,0.3611,0.8999,0.177,0.5912,0.2361,0.5831,0.2353,0.2941,0.3529,0.2941,1,0.3006,0.6124,0.7921,0.3529,0.4157,0.75,0.3333,0.2,0.3333,0,0.4157,0.2857,0.5783,0.7679,0,0.2353,0.1765,0.2941,0.1765,0.1176,0,1,0.0885,0.6239,0.1908,0.6232,0.3266,1,0.2771,0.4,0.8079,0.48,0,0,0.62,0,0.69,0,0,0.6286,0.992,0.362,0,0
user_175,dest_73,book,2026-02-28 20:47:15.495000+00:00,Nature,4,0.2639,26.64691916,0.7712,0.1994,0.1211,0.7669,0.4898,0.7217,0.5649,0.5636,0.2222,0.2778,0.3333,0.3889,1,0.2549,0.6573,0.3903,0,0,0,0,0,0,0,0.4157,0.2857,0.5783,0.7679,0.1667,0.0556,0.1111,0.2222,0.2778,0.1667,0,0.4143,0.4878,0.7246,0.3559,0.2584,0.3625,1,0.5181,0.6,0.8013,0.68,0,0,0.74,0,0.52,0,0,0.6807,0.441,0.53,0.9939,1
user_117,dest_10,save_trip,2026-03-13 00:00:10.230000+00:00,Sightseeing,3,0.484,14.51295231,0.663,0.3601,0.2655,0.4581,0.5407,0.2762,0.5193,0.5344,0.1538,0.1538,0.4615,0.2308,0,0.5441,0.5135,0.7178,0.2308,0.2,0,0,0,0.6667,0,0.4157,0.2692,0.3963,0.3921,0.3846,0.0769,0.1538,0.0769,0.2308,0.0769,0,0.2404,0.2488,0.5088,0.601,0.0517,0.6098,1,0.5422,0.3,0.6225,0.84,0.45,0,0.78,0,0,0.65,0,0.6624,0.886,0.505,0,1
user_190,dest_67,view,2026-03-03 04:34:11.916000+00:00,History,0.5,0.2964,24.32265502,0.7855,0.4949,0.4192,0.439,0.3282,0.4924,0.2982,0.6594,0.1053,0.1579,0.7368,0.2632,0,0.2135,0.7397,0.933,0.4737,0,0.6,0.2,1,0.5,0.5,0.4157,0.3438,0.6281,0.6542,0.0526,0.2632,0.2632,0.1053,0.2105,0.1053,0,0.111,0.3482,0.1939,0.1401,0.0066,0.6155,1,0.3494,0.5,0.6159,0.65,0.5,0.72,0,0,0,0,0,0.5291,0.558,0.823,0.9614,0
user_111,dest_93,view,2026-03-19 13:23:35.231000+00:00,Culture,0.5,0.6718,7.955024063,0.7436,0.7101,0.5164,0.5237,0.1772,0.2572,0.1677,0.6165,0.1111,0,0.5556,0.1111,0,0.6964,0.1862,0,0.3333,0,0.5,1,0.4157,0,0,0.4157,0.4,0.6738,0.5725,0.1111,0.4444,0.1111,0,0.1111,0.2222,0,0.356,0.2743,0.7503,1,0.8679,0.2974,1,0.3133,0.3,0.5828,0.6,0.72,0.66,0.38,0,0,0,0,0.6909,0.741,0.569,0.7673,1
user_155,dest_74,trip_click,2026-03-26 11:43:33.821000+00:00,Adventure,1,0.9501,1.024484826,0.815,0.5462,0.4422,0.5071,0.0455,0.4247,0.221,0.7613,0.2105,0.1053,0.4211,0.2105,1,0.06,0.7777,0.933,0.4211,0.5,0.5,0.6667,0.3333,0,0.25,0.4157,0.2857,0.5783,0.7679,0.2105,0.2105,0.1579,0.1579,0.0526,0.2105,0,0.0222,0.018,0.6069,0.6197,0.055,0.0353,1,0.2771,0.4,0.8079,0.48,0,0,0.62,0,0.69,0,0.6309,0.5038,0.994,0.707,0.5532,1
user_98,dest_11,trip_click,2026-03-16 09:32:11.841000+00:00,History,1,0.5736,11.11571145,0.7221,0.6492,0.5616,0.3833,0.2652,0.1348,0.2517,0.6248,0.125,0.5,0.25,0.4167,1,0.2939,0.9127,0.7178,0.3333,0.2,0.6,0.4286,0,0.25,0.4157,0.4157,0.4839,0.7925,0.614,0.2083,0.2083,0.2917,0.125,0.1667,0,0,0.4119,0.1625,0.2299,0.7247,0.4757,1,1,0.759,0.5,0.7483,0.78,0.82,0.9,0.4,0,0,0,0.6309,0.7732,0.132,0.304,0.6008,1
user_11,dest_33,book,2026-03-19 15:52:59.364000+00:00,History,4,0.6753,7.851272523,0.8482,0.6087,0.6046,0.4275,0.0215,0.2027,0.1686,0.8395,0.1,0.15,0.5,0.15,0,0.4529,0.7397,0.933,0.5,0.4286,1,0.5714,0.5,0.4157,0,0.4157,0.3333,0.4636,0.2915,0.35,0.05,0.35,0.2,0,0.05,0,0.1091,0.9262,0.0319,0.1103,1,0.0228,1,0.3976,0.4,0.5563,0.62,0.68,0.77,0,0,0,0,0,0.6594,0.255,0.686,0.8036,1
user_134,dest_39,trip_click,2026-03-27 01:00:29.732000+00:00,Sightseeing,1,0.9767,0.471059931,0.7678,0.6226,0.599,0.4837,0.1342,0.3014,0.2374,0.6424,0.0714,0.4286,0.2143,0.2857,1,0.2771,0.5135,0.8638,0,0,0,0,0,0,0,0.4157,0.4667,0.7556,0.5725,0.1429,0.2857,0.2143,0.2143,0.0714,0.0714,0,0.0162,0.5016,0.0693,0.0771,0.4493,0.7885,1,0.4337,0.3,0.543,0.72,0,0,0.55,0,0.65,0,0.6309,0.5106,0.307,0.459,0.8149,1
user_13,dest_41,view,2026-03-23 16:34:22.335000+00:00,Nature,0.5,0.826,3.822534433,0.7958,0.6333,0.543,0.2853,0,0.1674,0.1431,0.8414,0,0.3333,0.5556,0,0,0.4081,0.2642,0.6407,1,1,1,1,1,0.4157,0.4157,0.4157,0.3333,0.5783,0.5725,0.3333,0.2222,0.3333,0.1111,0,0,0,0.3203,0.4189,0.0451,0.1318,1,1,1,0.3735,0.5,0.6424,0.52,0,0,0.78,0,0.7,0,0,0.3939,0.488,0.803,0.8838,1
user_120,dest_13,view,2026-03-12 05:12:21.342000+00:00,Nature,0.5,0.4654,15.29615704,0.611,0.399,0.2538,0.437,0.5965,0.5072,0.7956,0.3191,0.0769,0.0769,0.6923,0.0769,0,0.3383,0.5135,0.7921,0,0,0,0,0,0,0.4157,0.4157,0.3077,0.4636,0.3921,0.0769,0.3077,0.1538,0.3077,0.1538,0,0,0.9361,0.0361,0.4788,0.2879,0.3182,1,1,0.7349,0.5,0.4967,0.55,0,0,0.88,0,0.75,0,0,0.5458,0.085,0.686,0.578,0
user_123,dest_90,trip_click,2026-03-06 10:30:45.084000+00:00,Culture,1,0.3486,21.07504891,0.7155,0.4344,0.3597,0.5496,0.5061,0.2968,0.4517,0.5469,0.1111,0.2222,0.5,0.2222,0,0.2549,0.6573,0.7178,0.7222,1,0.5,0.6,0.6667,0.75,1,0.4157,0.3846,0.5783,0.3921,0.0556,0.1111,0.2778,0.1667,0.2222,0.1667,0,0.3076,0.7267,0.1225,0.3367,0.1031,0.1307,1,0.4337,0.3,0.5364,0.7,0.8,0.74,0,0,0,0,0.6309,0.5511,0.901,0.529,0.9544,1
user_70,dest_66,view,2026-02-27 07:46:08.322000+00:00,Culture,0.5,0.2443,28.18936329,0.719,0.3422,0.3427,0.6828,0.3699,0.5313,0.3681,0.5328,0.2727,0.1818,0.4545,0.3636,1,0.489,0.3993,0.8638,0,0,0,0,0,0,0.4157,0.4157,0.3684,0.7556,0.8724,0.0909,0.1818,0.1818,0.3636,0.1818,0,0,0.0896,0.5708,0.8819,0.4858,0.2576,1,1,0.3855,0.6,0.9073,0.6,0.74,0.68,0,0,0,0,0,0.4691,0.958,0.499,1,0
user_135,dest_45,trip_click,2026-03-04 02:11:41.304000+00:00,Adventure,1,0.31,23.42162044,0.5674,0.6148,0.464,0.6248,0.0947,0.2223,0.3421,0.3819,0.2105,0.1579,0.5263,0.3158,1,0.3605,0.6573,0.7921,0.5263,0.3333,0.6667,0.3333,0.6667,1,0.3333,0.4157,0.1905,0.4636,1,0.1579,0.1579,0.1579,0.3158,0.0526,0.1579,0,0.7562,0.4695,0.3863,0.003,0.001,0.4987,1,0.6145,0.5,0.8344,0.48,0,0,0.6,0.72,0.8,0,0.6309,0.4583,0.349,0.31,0.9473,1
user_124,dest_22,view,2026-03-06 11:37:20.417000+00:00,Beach,0.5,0.3494,21.02880663,0.5408,0.2947,0.2334,0.3552,0.3884,0.4781,0.3922,0.4364,0.0833,0.0833,0.6667,0.1667,0,0.8325,0.3348,0.6407,0.6667,1,0,0,1,0.6667,0.4157,0.4157,0.4324,0.8272,0.8385,0.0833,0.0833,0.0833,0.25,0.5,0,0,0.1593,0.8631,0.4721,0.1481,0.0346,1,1,0.5663,0.6,0.8543,0.42,0,0,0,0.86,0.58,0.82,0,0.5691,0.673,0.501,0.5532,1
user_126,dest_97,view,2026-03-18 08:59:28.570000+00:00,Nature,0.5,0.6332,9.138434491,0.7944,0.3991,0.5187,0.752,0.0436,0.4217,0.0277,0.7315,0.0667,0.2,0.4667,0.0667,0,0.4081,0.6124,0.7178,0.5333,0.3333,0.5,0.4,1,0.4157,0.5,0.4157,0.5172,0.7925,0.5297,0.2,0.1333,0.3333,0.2,0,0.1333,0,0.2693,0.858,0.128,0.1435,1,0.5052,1,0,0.1,0.4503,0,0,0.38,0.57,0,0,0.5,0,0.3375,0.891,0.811,0.8362,1
user_150,dest_9,save,2026-03-13 16:06:18.596000+00:00,Nature,2,0.5005,13.84202215,0.8467,0.3235,0.373,0.5784,0,0.4377,0.2124,0.8808,0.25,0.25,0.25,0.25,1,0.519,0.1862,0.6407,0.625,0.3333,0.5,1,1,0.4157,0.4157,0.4157,0.5,0.6281,0.1826,0.375,0.25,0.125,0.25,0,0,0,0.1498,0.9114,0.3045,0.4773,1,1,1,0.5301,0.2,0.404,0.7,0,0,0.85,0,0.8,0.35,0,0.6948,0.838,0.411,0.792,1
user_112,dest_65,trip_click,2026-03-01 00:14:01.920000+00:00,Nature,1,0.2658,26.50332627,0.8721,0.1348,0.0142,0.8814,0.3022,0.5591,0.7785,0.7594,0,0.2727,0.4545,0.0909,0,0.2405,0.3348,0.8638,0.5455,0,0.5,0.4157,0.6667,1,1,0,0.375,0.5238,0.2915,0.0909,0.1818,0,0.2727,0.1818,0.0909,0.1818,0.2084,0.0115,1,0.1955,0.9505,0.5962,0.7825,0.4217,0.4,0.4768,0.58,0,0,0.73,0,0.38,0.65,0.6309,0.8071,0.222,0.531,0.6951,1
user_37,dest_51,view,2026-03-09 17:35:20.737000+00:00,Beach,0.5,0.4111,17.78019182,0.7192,0.2152,0.289,0.4589,0.4956,0.4997,0.5428,0.5889,0.0526,0.1053,0.6842,0.1053,0,0.2135,0.7777,0.8638,0.7368,0.6667,0.5,0.8,0.75,0.75,0.4157,1,0.3429,0.6738,0.7679,0.1579,0.1053,0.2632,0.2105,0.2105,0,0.0526,0.1434,0.2404,0.1718,0.0723,0.4041,1,0.5069,0.3253,0.5,0.7285,0.35,0,0,0.48,0.71,0,0.66,0,0.5776,0.232,0.646,0.6608,1
user_6,dest_68,trip_click,2026-03-12 03:32:16.177000+00:00,History,1,0.4638,15.36566126,0.7017,0.3473,0.6294,0.6589,0.0314,0.546,0.0565,0.5748,0.0588,0.2353,0.4118,0.1176,0,0.6142,0.6124,0.933,0.5294,0.5,0,0.7143,0.75,0,0,0.4157,0.5312,0.8599,0.6542,0.1176,0.1176,0.4118,0.2353,0.0588,0.0588,0,0.5168,0.0161,0.0409,0.0333,0.142,0.2439,1,0.3373,0.5,0.7881,0.52,0.55,0.69,0,0,0,0,1,0.5002,0.029,0.368,0.925,1
user_133,dest_39,trip_click,2026-03-24 16:28:21.527000+00:00,Sightseeing,1,0.8682,2.826710451,0.6281,0.7457,0.601,0.1731,0.461,0.2393,0.5004,0.3819,0.1818,0.1818,0.3636,0.1818,1,0.489,0.3993,0.6407,0.5455,1,0.25,0,0.4157,0.75,1,0.4157,0.4667,0.7556,0.5725,0.0909,0.3636,0.0909,0,0.3636,0.0909,0,0.0975,0.4593,0.2248,1,0.357,0.1968,1,0.4337,0.3,0.543,0.72,0,0,0.55,0,0.65,0,0.6309,0.3693,0.207,0.863,0.4969,1
user_121,dest_27,view,2026-03-17 18:09:25.826000+00:00,Nature,0.5,0.614,9.756521806,0.4683,0.7993,0.7274,0.6118,0,0.1538,0.3933,0.4502,0,0.2,0.6,0.1,0,0.5839,0.3348,0.5606,0,0,0,0,0,0.4157,0.4157,0.4157,0.4091,0.5238,0.1826,0.1,0.3,0.2,0.4,0,0,0,1,0.3443,0.5087,0.202,1,1,1,0.5542,0.5,0.5099,0.58,0,0,0.8,0,0.74,0,0,0.4501,0.327,0.776,0.8463,0
user_196,dest_72,trip_click,2026-03-25 03:57:25.501000+00:00,History,1,0.8892,2.348192234,0.8238,0.498,0.5201,0.5516,0.2212,0.2549,0.2376,0.7533,0.0625,0.3125,0.5625,0.1875,0,0.519,0.5646,0.933,0,0,0,0,0,0,0.4157,0.4157,0.5,0.8599,0.7311,0.125,0.125,0.375,0.1875,0.1875,0,0,0.2414,0.1332,0.081,0.1999,0.0008,1,1,0.2169,1,0.9338,0.5,0.6,0.66,0,0,0,0,0.6309,0.5268,0.473,0.512,0.9876,1
